id,interval,timestamp,price,volume_24h,fetch_latency_ms
0,14:00,2026-02-02T18:56:00.216690Z,78618.6184319194,5507548158.20602,469.57
0,14:00,2026-02-02T18:56:05.216795Z,78642.5366755602,5508201820.59144,451.37
0,14:00,2026-02-02T18:56:10.216885Z,78641.9218829018,5508203336.42138,500.21
0,14:00,2026-02-02T18:56:15.217018Z,78644.057976207,5508424437.96353,455.04
0,14:00,2026-02-02T18:56:20.217150Z,78634.2571369067,5508670553.57569,457.5
0,14:00,2026-02-02T18:56:25.217270Z,78641.1715730201,5508495497.56856,464.55
0,14:00,2026-02-02T18:56:30.217494Z,78634.253915946,5508671562.4858,459.24
0,14:00,2026-02-02T18:56:35.217625Z,78573.9855750308,5509328516.57314,708.89
0,14:00,2026-02-02T18:56:40.218076Z,78595.2239319017,5508951100.49194,435.93
0,14:00,2026-02-02T18:56:45.218208Z,78596.0870530715,5509714461.01897,451.37
0,14:00,2026-02-02T18:56:50.218359Z,78618.4438592344,5510191988.6506,438.27
0,14:00,2026-02-02T18:56:55.218678Z,78615.4774993534,5510655498.48603,445.2
0,14:00,2026-02-02T18:57:00.218780Z,78621.916694974,5510945879.17361,442.5
0,14:00,2026-02-02T18:57:05.218924Z,78593.5632205786,5511060802.85057,459.86
0,14:00,2026-02-02T18:57:10.219051Z,78604.5362419294,5511023142.54624,462.17
0,14:00,2026-02-02T18:57:15.219177Z,78586.0634946113,5511308576.33061,426.41
0,14:00,2026-02-02T18:57:20.219271Z,78587.9957693314,5511359234.44114,456.74
0,14:00,2026-02-02T18:57:25.219389Z,78610.3123311906,5511805526.16506,470.66
0,14:00,2026-02-02T18:57:30.219736Z,78590.1373202478,5511569136.45989,435.57
0,14:00,2026-02-02T18:57:35.219851Z,78612.2224063494,5511796043.41879,457.48
0,14:00,2026-02-02T18:57:40.219950Z,78583.9902371324,5512032517.22166,431.22
0,14:00,2026-02-02T18:57:45.220087Z,78575.5873007647,5512086551.86308,441.94
0,14:00,2026-02-02T18:57:50.220207Z,78570.7082709799,5512908321.73832,436.01
0,14:00,2026-02-02T18:57:55.220310Z,78570.1666644719,5512940880.38225,495.65
0,14:00,2026-02-02T18:58:00.220428Z,78566.2664918484,5512981855.03584,445.67
0,14:00,2026-02-02T18:58:05.220549Z,78570.1666637588,5512941175.22246,441.95
0,14:00,2026-02-02T18:58:10.220640Z,78533.8170287883,5513197662.36307,477.58
0,14:00,2026-02-02T18:58:15.220772Z,78544.4479585688,5513798436.35847,449.34
0,14:00,2026-02-02T18:58:20.220871Z,78542.4084147754,5513899895.32097,459.04
0,14:00,2026-02-02T18:58:25.221003Z,78543.4583131128,5513768251.57167,453.28
0,14:00,2026-02-02T18:58:30.221143Z,78548.1826494159,5514071965.97604,444.19
0,14:00,2026-02-02T18:58:35.221664Z,78546.1372043005,5514329168.05558,457.26
0,14:00,2026-02-02T18:58:40.221796Z,78577.94402377,5514845598.38234,444.0
0,14:00,2026-02-02T18:58:45.221921Z,78569.9757539421,5514765563.9552,780.77
0,14:00,2026-02-02T18:58:50.222059Z,78570.1479150806,5515288414.54618,474.72
0,14:00,2026-02-02T18:58:55.222149Z,78570.0540819061,5515386980.40602,430.52
0,14:00,2026-02-02T18:59:00.222268Z,78593.1456087624,5516228818.3692,2288.83
0,14:00,2026-02-02T18:59:05.222384Z,78568.6628626614,5515500254.66032,446.47
0,14:00,2026-02-02T18:59:10.222525Z,78589.6916617602,5516118249.3516,443.61
0,14:00,2026-02-02T18:59:15.222660Z,78540.3484292945,5516761737.944,430.47
0,14:00,2026-02-02T18:59:20.222795Z,78542.1012150878,5516773547.63383,430.7
0,14:00,2026-02-02T18:59:25.222878Z,78543.8306286273,5516978198.77428,443.81
0,14:00,2026-02-02T18:59:30.223193Z,78543.0598270668,5517121760.5148,453.89
0,14:00,2026-02-02T18:59:35.223326Z,78544.8751450843,5517149799.82702,448.87
0,14:00,2026-02-02T18:59:40.223447Z,78554.1183386966,5517281983.19842,446.75
0,14:00,2026-02-02T18:59:45.223693Z,78555.9708204195,5517286825.83241,446.44
0,14:00,2026-02-02T18:59:50.223825Z,78584.6516058901,5517517975.0637,438.44
0,14:00,2026-02-02T18:59:55.223936Z,78549.7053405048,5518682387.9711,449.73
0,14:15,2026-02-02T19:00:00.224064Z,78532.0044101942,5399209519.77909,434.4
0,14:15,2026-02-02T19:00:05.224604Z,78532.0044101942,5519102277.72108,424.32
0,14:15,2026-02-02T19:00:10.224742Z,78508.2013750978,5399695422.77213,430.9
0,14:15,2026-02-02T19:00:15.224859Z,78508.2013751458,5399695412.88503,435.24
0,14:15,2026-02-02T19:00:20.224975Z,78516.337839885,5399551807.05483,447.82
0,14:15,2026-02-02T19:00:25.225117Z,78480.6504657959,5399948948.17324,432.7
0,14:15,2026-02-02T19:00:30.225265Z,78464.364552813,5401084406.24057,462.42
0,14:15,2026-02-02T19:00:35.225395Z,78463.1305372116,5401105322.83251,451.26
0,14:15,2026-02-02T19:00:40.225516Z,78463.0516641187,5401135011.36458,429.01
0,14:15,2026-02-02T19:00:45.225791Z,78520.45816597,5401981291.57714,434.42
0,14:15,2026-02-02T19:00:50.225875Z,78549.3098983683,5402338987.97154,439.17
0,14:15,2026-02-02T19:00:55.226017Z,78542.0766996953,5402173169.62684,431.82
0,14:15,2026-02-02T19:01:00.226149Z,78555.8755832402,5403518337.74115,529.59
0,14:15,2026-02-02T19:01:05.226401Z,78548.4124548965,5402323948.5188,435.15
0,14:15,2026-02-02T19:01:10.226522Z,78555.6099192113,5403737065.57613,427.52
0,14:15,2026-02-02T19:01:15.226655Z,78541.8905525769,5404536414.72338,443.64
0,14:15,2026-02-02T19:01:20.226791Z,78541.8908936439,5404442163.85649,459.81
0,14:15,2026-02-02T19:01:25.226924Z,78535.1678827342,5405305208.91051,450.3
0,14:15,2026-02-02T19:01:30.227202Z,78545.869470209,5405845498.20521,457.46
0,14:15,2026-02-02T19:01:35.227294Z,78548.5038815356,5405876461.37253,433.74
0,14:15,2026-02-02T19:01:40.227422Z,78545.337437535,5406177158.37803,428.18
0,14:15,2026-02-02T19:01:45.227561Z,78534.8635860143,5406416285.92702,1595.3
0,14:15,2026-02-02T19:01:50.227686Z,78534.5695355697,5406416295.40928,446.9
0,14:15,2026-02-02T19:01:55.227789Z,78528.65275489,5406294496.6081,444.25
0,14:15,2026-02-02T19:02:00.227926Z,78562.388752893,5406940088.18646,758.48
0,14:15,2026-02-02T19:02:05.228072Z,78575.887829503,5406613547.82596,451.24
0,14:15,2026-02-02T19:02:10.228154Z,78557.1654693622,5407034317.8541,445.61
0,14:15,2026-02-02T19:02:15.228302Z,78541.4148150159,5407137069.0558,1752.92
0,14:15,2026-02-02T19:02:20.228440Z,78548.5339979432,5407865642.03671,455.8
0,14:15,2026-02-02T19:02:25.228520Z,78541.6455915362,5407161378.96235,446.58
0,14:15,2026-02-02T19:02:30.228606Z,78586.1249357047,5408180328.29581,458.72
0,14:15,2026-02-02T19:02:35.228745Z,78636.2271318494,5408729774.52688,454.87
0,14:15,2026-02-02T19:02:40.228885Z,78632.9409757039,5409184857.74352,431.36
0,14:15,2026-02-02T19:02:45.229030Z,78633.577652324,5409208485.59946,493.84
0,14:15,2026-02-02T19:02:50.229113Z,78629.4082977092,5409107809.72153,442.26
0,14:15,2026-02-02T19:02:55.229232Z,78650.2517412317,5409390131.90051,461.5
0,14:15,2026-02-02T19:03:00.229367Z,78650.3397704744,5409390160.99435,943.48
0,14:15,2026-02-02T19:03:05.229519Z,78628.6203195211,5409986536.0053,455.74
0,14:15,2026-02-02T19:03:10.229664Z,78620.9258307419,5410009459.52532,436.03
0,14:15,2026-02-02T19:03:15.229791Z,78613.958876057,5410249453.01428,448.23
0,14:15,2026-02-02T19:03:20.229884Z,78575.4412511259,5410889067.77396,428.92
0,14:15,2026-02-02T19:03:25.230020Z,78567.4306365373,5411015685.46617,426.39
0,14:15,2026-02-02T19:03:30.230143Z,78559.3694527133,5411263104.58223,448.21
0,14:15,2026-02-02T19:03:35.230263Z,78572.2023116034,5411439401.95359,438.66
0,14:15,2026-02-02T19:03:40.230407Z,78571.2832001522,5411701498.80144,452.04
0,14:15,2026-02-02T19:03:45.230516Z,78616.9195386617,5412726783.07589,453.44
0,14:15,2026-02-02T19:03:50.230730Z,78621.2704678213,5413873653.08238,448.06
0,14:15,2026-02-02T19:03:55.230813Z,78572.7245678998,5411755848.92336,442.15
